trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
257,False,"{'a': 0.35867438410846375, 'e': 0.2757603055760701}",25,13,23.87138666904115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.3579570353402468, 'e': 0.2743815040481898}",30,0,4.162221872894026,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
259,False,"{'a': 0.3572411212695663, 'e': 0.2730095965279488}",25,18,12.090342106459712,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.3565266390270272, 'e': 0.27164454854530906}",30,15,26.893635208498033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.35581358574897315, 'e': 0.2702863258025825}",25,11,-68.9878259754141,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
262,False,"{'a': 0.35510195857747523, 'e': 0.2689348941735696}",25,8,-6.4606184518726035,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
263,False,"{'a': 0.3543917546603203, 'e': 0.26759021970270175}",20,9,-5.025042103403848,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.35368297115099967, 'e': 0.2662522686041882}",20,0,-29.820104947518637,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
265,False,"{'a': 0.3529756052086977, 'e': 0.2649210072611673}",20,12,-10.9756865161539,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
266,False,"{'a': 0.3522696539982803, 'e': 0.26359640222486147}",25,17,16.971204107955117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.35156511469028373, 'e': 0.26227842021373715}",20,0,-43.35213759598693,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
268,False,"{'a': 0.35086198446090316, 'e': 0.2609670281126685}",20,0,8.099729749107883,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
269,False,"{'a': 0.35016026049198135, 'e': 0.25966219297210513}",30,20,7.847957950746622,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.3494599399709974, 'e': 0.2583638820072446}",20,2,-3.182800615600431,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
271,False,"{'a': 0.3487610200910554, 'e': 0.2570720625972084}",20,3,-2.070047171652684,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.34806349805087333, 'e': 0.25578670228422234}",20,12,-89.1441943356077,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 2}",1
273,False,"{'a': 0.3473673710547716, 'e': 0.25450776877280124}",20,14,-12.24924113591917,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.34667263631266204, 'e': 0.2532352299289372}",25,1,20.710354873683567,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.3459792910400367, 'e': 0.2519690537792925}",20,12,9.364806008326216,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.3452873324579566, 'e': 0.2507092085103961}",20,0,-12.572876515116636,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
277,False,"{'a': 0.3445967577930407, 'e': 0.2494556624678441}",25,7,-49.398361972445755,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 0}",1
278,False,"{'a': 0.3439075642774546, 'e': 0.24820838415550486}",20,9,16.51044138632625,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3432197491488997, 'e': 0.24696734223472733}",25,17,-8.616752628935593,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.3425333096506019, 'e': 0.2457325055235537}",20,0,23.326554429588846,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.34184824303130074, 'e': 0.24450384299593592}",20,14,-10.543753268623785,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.34116454654523815, 'e': 0.24328132378095624}",25,12,-0.2974141097419776,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.3404822174521477, 'e': 0.24206491716205145}",25,18,10.918818617218234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3398012530172434, 'e': 0.2408545925762412}",25,17,14.326228518980052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.3391216505112089, 'e': 0.23965031961336}",35,17,-49.23187935151793,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
286,False,"{'a': 0.3384434072101865, 'e': 0.2384520680152932}",25,8,-25.559716004844322,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.33776652039576616, 'e': 0.23725980767521673}",25,10,-31.275104475588208,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.3370909873549746, 'e': 0.23607350863684065}",25,0,17.4064338099515,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.33641680538026464, 'e': 0.23489314109365644}",25,0,-122.87222016354805,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
290,False,"{'a': 0.3357439717695041, 'e': 0.23371867538818816}",20,0,25.830171179570208,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.3350724838259651, 'e': 0.23255008201124722}",25,7,28.357527761236227,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.33440233885831316, 'e': 0.231387331601191}",30,16,30.408327913664888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.33373353418059654, 'e': 0.23023039494318503}",20,9,20.532365668712362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.33306606711223535, 'e': 0.2290792429684691}",35,21,0.3436430089557845,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.3323999349780109, 'e': 0.22793384675362674}",20,3,31.413870076782022,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.33173513510805486, 'e': 0.22679417751985861}",20,9,19.871965492547908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.33107166483783873, 'e': 0.22566020663225933}",30,0,23.074488532095742,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.33040952150816305, 'e': 0.22453190559909803}",30,17,10.86200625218403,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.3297487024651467, 'e': 0.22340924607110255}",25,16,12.239254908981264,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.3290892050602164, 'e': 0.22229219984074702}",25,11,-12.382161730192628,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.32843102665009594, 'e': 0.2211807388415433}",25,0,29.882901315698827,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.32777416459679576, 'e': 0.22007483514733558}",25,11,23.80820859121685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.3271186162676022, 'e': 0.2189744609715989}",20,16,9.101579155465936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.326464379035067, 'e': 0.2178795886667409}",35,25,-2.2957338117420556,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.3258114502769968, 'e': 0.2167901907234072}",20,12,-7.41754151082629,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.32515982737644283, 'e': 0.21570623976979014}",30,1,14.906668288051083,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.32450950772168996, 'e': 0.21462770857094118}",25,5,6.170102049863211,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
308,False,"{'a': 0.32386048870624656, 'e': 0.21355457002808648}",30,12,31.55599308727972,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.32321276772883406, 'e': 0.21248679717794605}",30,16,12.10383415007151,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.3225663421933764, 'e': 0.21142436319205632}",25,18,-29.99374330562167,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.3219212095089896, 'e': 0.21036724137609603}",25,15,17.838309278529866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.3212773670899716, 'e': 0.20931540516921554}",20,12,14.926725846349374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.32063481235579167, 'e': 0.20826882814336947}",25,7,23.741099959286345,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.3199935427310801, 'e': 0.20722748400265262}",35,18,-17.80434576373345,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
315,False,"{'a': 0.31935355564561796, 'e': 0.20619134658263935}",20,8,1.1857545164708723,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.31871484853432674, 'e': 0.20516038984972615}",35,15,-7.392390355562929,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
317,False,"{'a': 0.3180774188372581, 'e': 0.2041345879004775}",25,0,-28.82519858606418,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
318,False,"{'a': 0.31744126399958356, 'e': 0.2031139149609751}",25,15,5.4849654563087995,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.3168063814715844, 'e': 0.20209834538617025}",25,19,9.364437201915354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.31617276870864125, 'e': 0.2010878536592394}",20,3,23.56546892087848,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.315540423171224, 'e': 0.2000824143909432}",30,5,-1.1056567608956083,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.31490934232488155, 'e': 0.19908200231898848}",20,14,10.394966742249984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,24.4801434351663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,6.577883841539885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,14,29.210080594037482,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,20.836309223232707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,10,28.095534169047472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,15,9.882467289780132,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,17,28.620552216434778,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,17.75173200392838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,15.894303662927953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,19,21.322193568941394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",35,18,32.481991420090594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,12,14.744710089187944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,23,15.33199850386802,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,8,20.252453718119973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,19,22.08387018359496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,16,8.522796882569441,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,24,12.251324320678215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,16,25.27650433092615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,16,13.327192838321357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",35,12,41.112876437583765,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,20,20.408078374647058,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,14,12.894915285483712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,11,16.939275467023272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,13,19.946399060972478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,9,18.37082538653512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,6,37.16473516138346,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,5,33.93628084682862,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,7,32.76977696939785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,9,22.515069680891223,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,17,25.278690752343984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,11,13.058017651266047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",30,4,39.55036102535798,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,21,14.430370814114251,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,20,10.334190247813211,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,11,24.824899477993473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,16,15.335648859940738,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,15,8.142585383298588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,17,15.959020707042704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,14,11.986403888067475,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,8,31.444612105079372,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,12,19.393507393032614,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,11,24.535144286177292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,13,21.908045877023035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,13,9.17488782002645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,0,34.35417890959628,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,True,"{'a': 0, 'e': 0}",35,22,20.695035992159372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,3,27.97559869673389,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,10,20.308077766574886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,9,20.881081189328825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,2,30.28247919225964,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
