trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.95}",20,0,-51.633388128684146,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.8999999999999999}",25,0,-109.58176091341964,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
